No.,Time,Source,Destination,Protocol,Length,Value,normality
6456,77.123941,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6459,77.13300500000001,192.168.0.103,192.168.0.104,HTTP,269,20.00,0
6469,77.243579,192.168.0.103,192.168.0.104,HTTP,270,104.00,0
6480,77.356037,192.168.0.103,192.168.0.104,HTTP,270,115.00,0
6489,77.471723,192.168.0.103,192.168.0.104,HTTP,270,107.00,0
6497,77.584439,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
6507,77.692444,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
6509,77.724213,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6510,77.72428199999999,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6518,77.807643,192.168.0.103,192.168.0.104,HTTP,270,118.00,0
6528,77.93270600000001,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
6530,77.967247,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6531,77.967311,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6537,78.040838,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
6544,78.179277,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6545,78.17935,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6550,78.21379,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
6559,78.26695699999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
6568,78.386584,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
6577,78.493736,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
6586,78.61078,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
6596,78.72237,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
6597,78.73365799999999,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6598,78.733716,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6607,78.83328900000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
6617,78.953148,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
6619,78.971827,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6620,78.971915,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6626,79.062662,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
6636,79.177582,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
6637,79.179022,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6638,79.179117,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6647,79.298232,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
6657,79.395705,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
6665,79.508748,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
6675,79.63354,192.168.0.103,192.168.0.104,HTTP,270,104.00,0
6684,79.748689,192.168.0.103,192.168.0.104,HTTP,269,24.00,0
6686,79.758975,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6687,79.759029,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6695,79.84890899999999,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
6704,79.963939,192.168.0.103,192.168.0.104,HTTP,269,15.00,0
6706,79.993995,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6707,79.99405300000001,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6714,80.095897,192.168.0.103,192.168.0.104,HTTP,269,15.00,0
6716,80.12653,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6717,80.12661700000001,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6725,80.195735,192.168.0.103,192.168.0.104,HTTP,269,15.00,0
6726,80.196776,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6727,80.196851,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6737,80.304799,192.168.0.103,192.168.0.104,HTTP,270,134.00,0
6746,80.411959,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
6756,80.531588,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
6766,80.639651,192.168.0.103,192.168.0.104,HTTP,270,103.00,0
6775,80.758498,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
6776,80.76651899999999,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6777,80.766593,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6787,80.868264,192.168.0.103,192.168.0.104,HTTP,270,107.00,0
6796,80.98334200000001,192.168.0.103,192.168.0.104,HTTP,270,110.00,0
6797,80.999131,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6798,80.999253,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6807,81.094701,192.168.0.103,192.168.0.104,HTTP,270,109.00,0
6810,81.144953,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6811,81.14501,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6821,81.22149300000001,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6822,81.221579,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6823,81.22296,192.168.0.103,192.168.0.104,HTTP,270,109.00,0
6840,81.326775,192.168.0.103,192.168.0.104,HTTP,270,109.00,0
6852,81.441466,192.168.0.103,192.168.0.104,HTTP,269,14.00,0
6862,81.566194,192.168.0.103,192.168.0.104,HTTP,269,15.00,0
6874,81.66543399999999,192.168.0.103,192.168.0.104,HTTP,270,105.00,0
6883,81.773036,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
6885,81.786641,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6886,81.786711,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6894,81.887615,192.168.0.103,192.168.0.104,HTTP,270,103.00,0
6903,82.004347,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
6905,82.02810799999999,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6906,82.028205,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6912,82.124402,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
6915,82.149683,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6916,82.149743,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6924,82.239048,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6925,82.239209,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6927,82.242993,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
6936,82.341391,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
6945,82.459582,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
6955,82.57222800000001,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
6965,82.676552,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
6975,82.792807,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
6977,82.808525,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6978,82.808591,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6986,82.921306,192.168.0.103,192.168.0.104,HTTP,270,111.00,0
6994,83.020634,192.168.0.107,192.168.0.104,ICMP,74,-1,2
6995,83.020753,192.168.0.104,192.168.0.107,ICMP,74,-1,2
6997,83.026002,192.168.0.103,192.168.0.104,HTTP,270,109.00,0
7006,83.170334,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
7008,83.278511,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7011,83.278513,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7012,83.278604,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7016,83.278772,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7018,83.299201,192.168.0.103,192.168.0.104,HTTP,270,107.00,0
7028,83.370879,192.168.0.103,192.168.0.104,HTTP,270,108.00,0
7037,83.487424,192.168.0.103,192.168.0.104,HTTP,270,102.00,0
7047,83.620065,192.168.0.103,192.168.0.104,HTTP,269,22.00,0
7056,83.708747,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
7065,83.816797,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
7067,83.82902,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7068,83.829086,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7075,83.939725,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
7085,84.04334200000001,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7086,84.04343100000001,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7087,84.045,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
7096,84.155912,192.168.0.103,192.168.0.104,HTTP,269,19.00,0
7099,84.206749,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7100,84.206835,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7108,84.263267,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
7111,84.28093199999999,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7112,84.28099300000001,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7122,84.38726700000001,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
7123,84.393727,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7124,84.393792,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7133,84.501563,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
7142,84.606165,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
7153,84.720248,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
7162,84.830776,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
7163,84.845547,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7164,84.845629,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7173,84.955833,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
7182,85.04855699999999,192.168.0.103,192.168.0.104,HTTP,269,15.00,0
7184,85.108317,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7185,85.108405,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7193,85.164823,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
7195,85.212375,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7196,85.21244300000001,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7204,85.27887199999999,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
7206,85.344368,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7207,85.344454,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7215,85.388504,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
7217,85.414698,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7218,85.41477900000001,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7227,85.511043,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
7235,85.64854,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
7244,85.737926,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
7253,85.839206,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
7255,85.86573100000001,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7256,85.865809,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7265,85.964535,192.168.0.103,192.168.0.104,HTTP,269,20.00,0
7274,86.070301,192.168.0.103,192.168.0.104,HTTP,270,104.00,0
7276,86.085029,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7277,86.08511,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7286,86.188248,192.168.0.103,192.168.0.104,HTTP,270,111.00,0
7288,86.23143,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7289,86.231486,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7297,86.29871800000001,192.168.0.103,192.168.0.104,HTTP,270,106.00,0
7299,86.392162,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7300,86.39222099999999,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7308,86.415494,192.168.0.103,192.168.0.104,HTTP,270,114.00,0
7310,86.432693,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7311,86.43275600000001,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7319,86.532321,192.168.0.103,192.168.0.104,HTTP,270,113.00,0
7326,86.652125,192.168.0.103,192.168.0.104,HTTP,270,116.00,0
7337,86.747807,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7346,86.867068,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
7348,86.891442,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7349,86.891515,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7357,86.979803,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7364,87.091488,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7367,87.106247,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7368,87.106307,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7376,87.20977099999999,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
7378,87.25361600000001,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7379,87.253682,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7387,87.314339,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7389,87.407949,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7390,87.408036,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7396,87.45303100000001,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7397,87.453152,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7400,87.457732,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
7409,87.541965,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7418,87.665435,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7427,87.781942,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7436,87.883063,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7438,87.909302,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7439,87.909369,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7447,88.003002,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
7454,88.109438,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7457,88.138665,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7458,88.138739,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7466,88.221568,192.168.0.103,192.168.0.104,HTTP,270,117.00,0
7470,88.274895,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7471,88.274955,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7486,88.343138,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
7494,88.429969,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7495,88.430027,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7503,88.45363499999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7504,88.460396,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7505,88.46046,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7514,88.563347,192.168.0.103,192.168.0.104,HTTP,270,110.00,0
7523,88.70813100000001,192.168.0.103,192.168.0.104,HTTP,269,21.00,0
7530,88.890351,192.168.0.103,192.168.0.104,HTTP,269,20.00,0
7533,88.935216,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7534,88.935294,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7542,88.96089,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
7551,89.060796,192.168.0.103,192.168.0.104,HTTP,269,19.00,0
7553,89.148597,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7554,89.148667,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7562,89.164534,192.168.0.103,192.168.0.104,HTTP,270,110.00,0
7571,89.280553,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
7573,89.302504,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7574,89.30256899999999,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7583,89.385864,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
7586,89.44917,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7587,89.449276,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7588,89.480069,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7589,89.480192,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7597,89.515086,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
7606,89.614226,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
7615,89.731065,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
7624,89.840488,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
7631,89.952586,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7632,89.952648,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7635,89.959451,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
7644,90.064691,192.168.0.103,192.168.0.104,HTTP,269,19.00,0
7652,90.170271,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7653,90.170333,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7656,90.177461,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
7665,90.298397,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
7667,90.322172,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7668,90.322232,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7676,90.402487,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
7678,90.468127,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7679,90.468192,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7686,90.51493,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7687,90.51501400000001,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7690,90.528552,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
7699,90.635345,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
7709,90.740048,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
7718,90.85463,192.168.0.103,192.168.0.104,HTTP,269,19.00,0
7728,90.96565600000001,192.168.0.103,192.168.0.104,HTTP,270,105.00,0
7729,90.97176400000001,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7730,90.971861,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7739,91.079099,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
7747,91.189752,192.168.0.103,192.168.0.104,HTTP,270,101.00,0
7748,91.192462,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7749,91.192524,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7759,91.30703100000001,192.168.0.103,192.168.0.104,HTTP,270,110.00,0
7761,91.341255,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7762,91.34131500000001,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7770,91.41741800000001,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
7773,91.490728,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7774,91.490813,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7780,91.526204,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7781,91.52628,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7784,91.533098,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
7791,91.650829,192.168.0.103,192.168.0.104,HTTP,269,25.00,0
7801,91.77812800000001,192.168.0.103,192.168.0.104,HTTP,270,107.00,0
7810,91.876039,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7819,91.98529,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7820,91.994209,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7821,91.994324,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7831,92.102641,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
7838,92.21236800000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7840,92.21714899999999,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7841,92.217252,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7851,92.32129300000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7853,92.364914,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7854,92.364986,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7862,92.43795300000001,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
7864,92.515781,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7865,92.515856,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7871,92.553661,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7872,92.553727,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7875,92.58599,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
7884,92.679736,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7893,92.788985,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7902,92.894571,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7911,93.015788,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
7912,93.018936,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7913,93.019044,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7923,93.132085,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7932,93.235535,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7933,93.239397,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7934,93.239475,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7943,93.34385999999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
7945,93.38185,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7946,93.38193299999999,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7954,93.451295,192.168.0.103,192.168.0.104,HTTP,270,109.00,0
7956,93.534347,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7957,93.534414,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7964,93.567994,192.168.0.107,192.168.0.104,ICMP,74,-1,2
7965,93.56805899999999,192.168.0.104,192.168.0.107,ICMP,74,-1,2
7967,93.583774,192.168.0.103,192.168.0.104,HTTP,270,115.00,0
7977,93.702252,192.168.0.103,192.168.0.104,HTTP,269,15.00,0
7986,93.80424599999999,192.168.0.103,192.168.0.104,HTTP,269,14.00,0
7996,93.913097,192.168.0.103,192.168.0.104,HTTP,269,14.00,0
8005,94.03580500000001,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8006,94.035961,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8007,94.037683,192.168.0.103,192.168.0.104,HTTP,270,107.00,0
8016,94.147226,192.168.0.103,192.168.0.104,HTTP,269,27.00,0
8022,94.252028,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8023,94.252101,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8027,94.265591,192.168.0.103,192.168.0.104,HTTP,270,106.00,0
8036,94.380201,192.168.0.103,192.168.0.104,HTTP,270,111.00,0
8039,94.399279,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8040,94.399374,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8049,94.49596700000001,192.168.0.103,192.168.0.104,HTTP,269,19.00,0
8053,94.553037,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8054,94.553108,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8059,94.584822,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8060,94.58489499999999,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8064,94.606377,192.168.0.103,192.168.0.104,HTTP,269,15.00,0
8073,94.727437,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
8082,94.833089,192.168.0.103,192.168.0.104,HTTP,269,21.00,0
8091,94.95079,192.168.0.103,192.168.0.104,HTTP,270,105.00,0
8097,95.061791,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8098,95.061916,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8101,95.06721,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8102,95.06724799999999,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8104,95.075303,192.168.0.103,192.168.0.104,HTTP,270,112.00,0
8113,95.190602,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8119,95.275121,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8120,95.275327,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8124,95.315538,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8132,95.436577,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8133,95.436677,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8135,95.447103,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8145,95.563034,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8146,95.575571,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8147,95.575659,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8149,95.579977,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8150,95.580007,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8151,95.588936,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8152,95.588973,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8156,95.61259799999999,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8157,95.612658,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8162,95.674509,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8171,95.800885,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8180,95.921018,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8189,96.050692,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8191,96.078361,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8192,96.078455,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8201,96.16156600000001,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8218,96.282402,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8220,96.298856,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8221,96.29894499999999,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8231,96.401156,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8237,96.448509,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8238,96.448623,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8248,96.52993599999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8255,96.5949,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8256,96.59496,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8257,96.633563,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8258,96.63363100000001,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8263,96.648955,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8272,96.77704200000001,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
8281,96.89443100000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8290,97.014175,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8296,97.096937,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8297,97.097036,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8301,97.130774,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8310,97.252661,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
8316,97.31394300000001,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8317,97.31401899999999,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8321,97.387214,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8327,97.47873299999999,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8328,97.478815,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8332,97.49812299999999,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8338,97.60223,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8339,97.60229100000001,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8343,97.619745,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8345,97.640163,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8346,97.640221,192.168.0.104,192.168.0.107,ICMP,74,-1,2
8354,97.73733399999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8363,97.859352,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
8372,97.98435699999999,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
8381,98.107869,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
8382,98.120232,192.168.0.107,192.168.0.104,ICMP,74,-1,2
8383,98.120355,192.168.0.104,192.168.0.107,ICMP,74,-1,2
